client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
5b2996c5b1211c165d437b532aedeb142b2c5c5410924e181965a149a696a71cc3b0fa6d26f02e8fe0dced4d0ab042a7b858dbefcd676fb133f905682f4145af	common_voice_ja_32642428.mp3	キツネのズルスケにしてもガンたちにしても、お互いにスコーネを離れてから、また出会うことがあろうとは、夢にも思っていませんでした。	2	0				ja	
7d2c7e693df05daff2c65298c5bc037e8bb461fe56862c8d0aea6668a35e87d6adf6515774d9353ae8ab57c5d0085cb74aa9c92b7cd455071f7e24dd43dcebdc	common_voice_ja_32431584.mp3	いきなり耳元でささやく	4	0	thirties	male	外国人	ja	
7d2c7e693df05daff2c65298c5bc037e8bb461fe56862c8d0aea6668a35e87d6adf6515774d9353ae8ab57c5d0085cb74aa9c92b7cd455071f7e24dd43dcebdc	common_voice_ja_32431586.mp3	ダメだ、まったく気づいてない	4	0	thirties	male	外国人	ja	
7d2c7e693df05daff2c65298c5bc037e8bb461fe56862c8d0aea6668a35e87d6adf6515774d9353ae8ab57c5d0085cb74aa9c92b7cd455071f7e24dd43dcebdc	common_voice_ja_32431587.mp3	二万九千円になります。	4	0	thirties	male	外国人	ja	
c011b09d47be520006ab84f178ea5a30110605904b69d7a284b5dfd6ce1375aae9539c0fb8ef235759ba7db4a1737497b075e2504194ab62614811e9d650ee05	common_voice_ja_32644995.mp3	単に見るのでなく、働くことによって、我々は真に客観的に見ることができるのである。	2	1	fifties	male		ja	
c011b09d47be520006ab84f178ea5a30110605904b69d7a284b5dfd6ce1375aae9539c0fb8ef235759ba7db4a1737497b075e2504194ab62614811e9d650ee05	common_voice_ja_32644999.mp3	我々は自己矛盾の底に深く省みることによって、	2	0	fifties	male		ja	
c011b09d47be520006ab84f178ea5a30110605904b69d7a284b5dfd6ce1375aae9539c0fb8ef235759ba7db4a1737497b075e2504194ab62614811e9d650ee05	common_voice_ja_32645000.mp3	しかし器官の技術のほかに固有な意味における道具の技術がある。	2	0	fifties	male		ja	
66c8dbd967a33232de66ff098afa9936f6e9f6f9300be35ed7573cc5d1fb6da47a263bdb5c12f5252febc8cdbe65d5024f1f6169083151c664960ea6e3731d55	common_voice_ja_32306669.mp3	子供の頃はご飯派で、大人になるとパン派	2	0				ja	
66c8dbd967a33232de66ff098afa9936f6e9f6f9300be35ed7573cc5d1fb6da47a263bdb5c12f5252febc8cdbe65d5024f1f6169083151c664960ea6e3731d55	common_voice_ja_32306670.mp3	行為的直観的に、ポイエシス的に、我々の自己はますます明となるのである。	2	0				ja	
66c8dbd967a33232de66ff098afa9936f6e9f6f9300be35ed7573cc5d1fb6da47a263bdb5c12f5252febc8cdbe65d5024f1f6169083151c664960ea6e3731d55	common_voice_ja_32306671.mp3	非常識であることは、無知を意味するのみでなく、社会的に悪とも考えられるのである。	2	0				ja	
66c8dbd967a33232de66ff098afa9936f6e9f6f9300be35ed7573cc5d1fb6da47a263bdb5c12f5252febc8cdbe65d5024f1f6169083151c664960ea6e3731d55	common_voice_ja_32306673.mp3	こんなことで怒られて情けない	2	0				ja	
b4db3d4f5760f68313ab17a755b2dae2d7e662dad4e521c4a20aa470ed5bf1ea8586cde18f9ec670338dcc3c320858cb69aaead436b5f45f241389b5dc0093b2	common_voice_ja_32270013.mp3	ユタ州の州都はソルトレイクシティである	2	0				ja	
b4db3d4f5760f68313ab17a755b2dae2d7e662dad4e521c4a20aa470ed5bf1ea8586cde18f9ec670338dcc3c320858cb69aaead436b5f45f241389b5dc0093b2	common_voice_ja_32270014.mp3	モンタナ州の州都はヘレナである	2	1				ja	
b4db3d4f5760f68313ab17a755b2dae2d7e662dad4e521c4a20aa470ed5bf1ea8586cde18f9ec670338dcc3c320858cb69aaead436b5f45f241389b5dc0093b2	common_voice_ja_32270015.mp3	そこにあるとは世界においてあるということであり、世界はさしあたり環境を意味している。	2	0				ja	
b4db3d4f5760f68313ab17a755b2dae2d7e662dad4e521c4a20aa470ed5bf1ea8586cde18f9ec670338dcc3c320858cb69aaead436b5f45f241389b5dc0093b2	common_voice_ja_32270017.mp3	わざわざ書く必要ある？	2	0				ja	
bf51dfde60bbca7421e61c214db9a4f574e6c8754a8e6a7d247f85239051109d6d613bedd1c51917c01247234cc67e614426d7c688dd9a33242e2019f13ca6d8	common_voice_ja_32819122.mp3	気持ち悪くて、不気味。それにちょっと怖かった。	2	0				ja	
bf51dfde60bbca7421e61c214db9a4f574e6c8754a8e6a7d247f85239051109d6d613bedd1c51917c01247234cc67e614426d7c688dd9a33242e2019f13ca6d8	common_voice_ja_32819123.mp3	ひとり哲学のみでなく、すべての精神的文化は、非日常的なものの経験あるいは	2	0				ja	
bf51dfde60bbca7421e61c214db9a4f574e6c8754a8e6a7d247f85239051109d6d613bedd1c51917c01247234cc67e614426d7c688dd9a33242e2019f13ca6d8	common_voice_ja_32819126.mp3	自己形成の過程において、イデヤ的である、直観的なるものを含むといった。	2	0				ja	
bf51dfde60bbca7421e61c214db9a4f574e6c8754a8e6a7d247f85239051109d6d613bedd1c51917c01247234cc67e614426d7c688dd9a33242e2019f13ca6d8	common_voice_ja_32819127.mp3	即ち主体は主体に対している。	2	0				ja	
0be502e6c2a93f9caed20abc95cbf3947d3b9644399ae367b29efdc1f25b6568473981601532a9db45384f71b59c1a21d85b761fa3f5f01311168e3cc3c0455a	common_voice_ja_31833274.mp3	人類学者のいう所によれば、原始社会の生産作用も広義において法律的に支配せられているのである。	2	0				ja	
0be502e6c2a93f9caed20abc95cbf3947d3b9644399ae367b29efdc1f25b6568473981601532a9db45384f71b59c1a21d85b761fa3f5f01311168e3cc3c0455a	common_voice_ja_31833275.mp3	好きな人がこっちを向いて笑っていた	2	1				ja	
0be502e6c2a93f9caed20abc95cbf3947d3b9644399ae367b29efdc1f25b6568473981601532a9db45384f71b59c1a21d85b761fa3f5f01311168e3cc3c0455a	common_voice_ja_31833276.mp3	補償が絡むから誰も言い出せない	2	0				ja	
0be502e6c2a93f9caed20abc95cbf3947d3b9644399ae367b29efdc1f25b6568473981601532a9db45384f71b59c1a21d85b761fa3f5f01311168e3cc3c0455a	common_voice_ja_31833277.mp3	どこまでも自己自身を限定する無数なる個物の相互否定的結合の世界と考えられねばならないということである。	2	1				ja	
0be502e6c2a93f9caed20abc95cbf3947d3b9644399ae367b29efdc1f25b6568473981601532a9db45384f71b59c1a21d85b761fa3f5f01311168e3cc3c0455a	common_voice_ja_31833278.mp3	しかし形式論理が行為的直観的な歴史的形成作用の外にあって、	2	0				ja	
193a1b1bcbdff52d0d9f4682786deecff037bcba7007ec2d29efaee5b843fdcbb9ce6fee8d3373d77854dca275b88f79b1a90e070e573845c25dc52fa4124c31	common_voice_ja_32539982.mp3	単に論理的矛盾から具体的当為は出ない。	2	0	fifties	male		ja	
193a1b1bcbdff52d0d9f4682786deecff037bcba7007ec2d29efaee5b843fdcbb9ce6fee8d3373d77854dca275b88f79b1a90e070e573845c25dc52fa4124c31	common_voice_ja_32539983.mp3	単に個人的な立場はもとより、単に民族的な立場に留まる限り、客観的知識に達することはできぬ。	2	0	fifties	male		ja	
193a1b1bcbdff52d0d9f4682786deecff037bcba7007ec2d29efaee5b843fdcbb9ce6fee8d3373d77854dca275b88f79b1a90e070e573845c25dc52fa4124c31	common_voice_ja_32539984.mp3	宝くじ当たったことを知られるのは都合が悪い	2	0	fifties	male		ja	
193a1b1bcbdff52d0d9f4682786deecff037bcba7007ec2d29efaee5b843fdcbb9ce6fee8d3373d77854dca275b88f79b1a90e070e573845c25dc52fa4124c31	common_voice_ja_32539985.mp3	しかし矛盾的自己同一的形成が深くなればなるほど、	2	0	fifties	male		ja	
193a1b1bcbdff52d0d9f4682786deecff037bcba7007ec2d29efaee5b843fdcbb9ce6fee8d3373d77854dca275b88f79b1a90e070e573845c25dc52fa4124c31	common_voice_ja_32539987.mp3	しかしそれは個物が自己否定において自己をもつということであり、自己自身を形成する世界の一角であるということである。	2	0	fifties	male		ja	
96feab638b97c10c8e472da6a38ae350cddf1925fabbaa3ad4f2cfa11905875e040da71863da98e41d5504ca483eb54792011eeadc3dfd427ddfd30661692307	common_voice_ja_32348103.mp3	おいしそうな名前だけど食べたら普通	2	0				ja	
96feab638b97c10c8e472da6a38ae350cddf1925fabbaa3ad4f2cfa11905875e040da71863da98e41d5504ca483eb54792011eeadc3dfd427ddfd30661692307	common_voice_ja_32348104.mp3	個人にしても民族にしてもそれぞれ個別的なものであるが、	2	0				ja	
96feab638b97c10c8e472da6a38ae350cddf1925fabbaa3ad4f2cfa11905875e040da71863da98e41d5504ca483eb54792011eeadc3dfd427ddfd30661692307	common_voice_ja_32348105.mp3	これ食べまくってからダイエット	2	0				ja	
96feab638b97c10c8e472da6a38ae350cddf1925fabbaa3ad4f2cfa11905875e040da71863da98e41d5504ca483eb54792011eeadc3dfd427ddfd30661692307	common_voice_ja_32348106.mp3	ありがとう、命の恩人だ	2	0				ja	
96feab638b97c10c8e472da6a38ae350cddf1925fabbaa3ad4f2cfa11905875e040da71863da98e41d5504ca483eb54792011eeadc3dfd427ddfd30661692307	common_voice_ja_32348107.mp3	しかし矛盾的自己同一的に形成的なる所、行為的直観的なる所に、	2	0				ja	
d4a54a7d1dc9782f6c0bea6882829015fe9eb067a4e492f952028651ad13548f6cf81ac37a1dd3d1338643b8ec4282bc98172a7dfcbecb25b1a657c6b159fe5f	common_voice_ja_32421682.mp3	芸術的直観とは、行為的直観において、物が自己を奪うという方向において成立するものなるを以て、	2	0	thirties	male		ja	
d4a54a7d1dc9782f6c0bea6882829015fe9eb067a4e492f952028651ad13548f6cf81ac37a1dd3d1338643b8ec4282bc98172a7dfcbecb25b1a657c6b159fe5f	common_voice_ja_32421683.mp3	我々の自己が歴史的制作的自己として実在を把握し行く所に、	2	0	thirties	male		ja	
d4a54a7d1dc9782f6c0bea6882829015fe9eb067a4e492f952028651ad13548f6cf81ac37a1dd3d1338643b8ec4282bc98172a7dfcbecb25b1a657c6b159fe5f	common_voice_ja_32421684.mp3	この場合、一つの社会の常識と他の社会の常識とは違い、	2	0	thirties	male		ja	
d4a54a7d1dc9782f6c0bea6882829015fe9eb067a4e492f952028651ad13548f6cf81ac37a1dd3d1338643b8ec4282bc98172a7dfcbecb25b1a657c6b159fe5f	common_voice_ja_32421685.mp3	ノースダコタ州の最大都市はファーゴである	2	0	thirties	male		ja	
d4a54a7d1dc9782f6c0bea6882829015fe9eb067a4e492f952028651ad13548f6cf81ac37a1dd3d1338643b8ec4282bc98172a7dfcbecb25b1a657c6b159fe5f	common_voice_ja_32421686.mp3	閉じたものと開いたものとの差異は量的でなくて性質的である。	2	1	thirties	male		ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32723700.mp3	単なる因果的必然は、我々の自己を否定するものではない。	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32723703.mp3	我々は身体を有するものとしてすでに単に主観的なものであり得ないであろう。	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32723705.mp3	それは知性が身体に束縛されないで自律的であるところに由来している。	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32752944.mp3	しかし最初に言葉の翻訳があってから文意の理解が行われるというのはどうも信じ難い	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32752945.mp3	そろそろネットで解約できるようにしてくれ	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32752946.mp3	私も今から行くから。	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32752947.mp3	倫理的実体としての国家と宗教は矛盾するものではない。	2	0				ja	
f41678d058a84d41e2115df01b17e2e980f340808b805b02d65b3b9c95de40a3116d14bc6353809f76f3deac07120317a4fdf973838aa2b454d901c5b6efc50d	common_voice_ja_32752948.mp3	違うコンビニになったけどオーナーは同じ	2	0				ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423513.mp3	必然性の可能性へのこの転換のうちに、哲学的意識は現われるのである。	2	0	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423514.mp3	聞いたことないメーカーだけど、とにかく安くて買うか悩む	2	1	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423515.mp3	歴史的世界においては無限の過去が現在においてアウフゲホーベンされているのである。	2	1	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423516.mp3	現実にあるものはどこまでも決定せられたものとして有でありながら、	2	0	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423517.mp3	技術は先ず物質的生産の技術あるいは経済的技術を意味している。	2	0	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423523.mp3	欲しいものが多くて目移りする	2	0	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423525.mp3	どこまでもポイエシス的に、実践的に、真実在に肉迫し行くことである。	2	0	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423526.mp3	世界を形成すると共に、自己自身を形成する創造的世界の創造的要素として、個物が個物である。	2	0	fourties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_32423527.mp3	自分の目で確かめてください	2	1	fourties	male		ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32739301.mp3	ミネソタ州の州都はセントポールである	2	0				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32739302.mp3	葬儀は我々でしておく。	2	0				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32739303.mp3	制作欲を蔵している。	2	0				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32739304.mp3	物を批判的に知るというのはその理由を知ることでなければならぬ。	2	0				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32739305.mp3	ずっと記憶に残る思い出になった	2	0				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32752749.mp3	この関係は人間と自然との間にばかりでなく、人間と社会との間にも同様に存在している。	2	1				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32752750.mp3	単に抽象論理の立場から行為的直観の現実を否定することはできない。	2	0				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32752751.mp3	創造の立場においては過去と未来とが絶対に相対立するものでなければならない。	2	1				ja	
683c50130810e12305460ccd531082c1fdc1376a5f71a58ed1633079b34349270ad49db530dc3c01c26da4040cb724c6559984512b703d1fa0d47604c54fafbb	common_voice_ja_32752752.mp3	もう、時間か。頭を上げて、回れ右をして、会場に顔を向ける。	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433965.mp3	無限に動き行く世界を一つの現在として把握するのが思惟の立場である。	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433966.mp3	生産せられたものが単に過去に入り去るのでなくまた生産するものを生産するのである、そこに真の生産というものがあるのである。	2	1				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433967.mp3	眠っては、食べるのが一番の楽しみで、おまけに、いたずらをするのが大好きという子だったのです。	2	1				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433969.mp3	テレビで紹介していて行きたくなった	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433979.mp3	変化球についていけず見逃し三振	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433981.mp3	右の如く絶対過去として我々の個人的自己の根底に迫り来るものに対して、	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433982.mp3	話題作と紹介しておきながら、作品名を言い間違える	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433983.mp3	物が自己の外にあるというのは身体の外にあることである、さもないと行為というものは考えられない。	2	0				ja	
83428194eced9c0c50193c87473f33231ec3708a9d8358a1d67695a517342ce2313b7a92959fcf930d9c3f690c364785c7d6c1647289749d65bc3dec932c88d7	common_voice_ja_32433984.mp3	野性味あふれるファッションセンスにみんな苦笑い	2	0				ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642239.mp3	多と一との矛盾的自己同一的でなければならない。	2	0				ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642240.mp3	現在というものは無内容である、現在が形をもたない、把握することのできない瞬間の一点と考えられる。	2	0				ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642241.mp3	科学においては経験は意識的に、方法的に組織される。	2	0				ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642242.mp3	しかも一定の獲得された決定的な独立性を失わないという天賦を有する」とゲーテも書いている。	2	0				ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642243.mp3	個別性は特殊性と一般性との統一である。	2	0				ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642344.mp3	ウィスコンシン州の最大都市はミルウォーキーである	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642345.mp3	カリフォルニア州の最大都市はロサンゼルスである	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642346.mp3	絶対矛盾的自己同一の世界においては、自己同一は	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642347.mp3	主体は自己否定的に環境を、環境は自己否定的に主体を形成するのである。	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642348.mp3	子供のころからの筋金入りのファン	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642379.mp3	我々の個人的自覚は製作より起るのである。	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642380.mp3	ヘーゲルのイデヤとは、かくの如きものでなければならない。	2	0	fifties	male		ja	
f885a9e123e8422dd9198664ed2da8bfec05d5eee57f9d6e665895a42904bae807b2a43da1006c9df0b976f8736da01c622ac96a239970bc89a547338c79cbad	common_voice_ja_32642382.mp3	バージニア州の最大都市はバージニアビーチである	2	0	fifties	male		ja	
00a37b424a8681fe2cad0d417eaeb12fba3802ddd67154e301a0852019bbde527803a54009aafa71157343bde0264476ec872fe965fb7ae5683db23a56381317	common_voice_ja_32141234.mp3	而してそれが行為的直観を媒介とするということである。	2	0				ja	
00a37b424a8681fe2cad0d417eaeb12fba3802ddd67154e301a0852019bbde527803a54009aafa71157343bde0264476ec872fe965fb7ae5683db23a56381317	common_voice_ja_32141236.mp3	朝倉氏は一乗谷で滅亡しました。	2	0				ja	
00a37b424a8681fe2cad0d417eaeb12fba3802ddd67154e301a0852019bbde527803a54009aafa71157343bde0264476ec872fe965fb7ae5683db23a56381317	common_voice_ja_32141238.mp3	故にこの世界においては、個物は個物的であればあるほど、超越的一者に対する。	2	0				ja	
00a37b424a8681fe2cad0d417eaeb12fba3802ddd67154e301a0852019bbde527803a54009aafa71157343bde0264476ec872fe965fb7ae5683db23a56381317	common_voice_ja_32141239.mp3	人間は閉じた社会に属すると同時に開いた社会に属している。	2	0				ja	
00a37b424a8681fe2cad0d417eaeb12fba3802ddd67154e301a0852019bbde527803a54009aafa71157343bde0264476ec872fe965fb7ae5683db23a56381317	common_voice_ja_32141250.mp3	しかしながら哲学は常識や科学を否定するに止まるのではない、それらとただ単に対立する限り哲学は抽象的である。	2	0				ja	
00a37b424a8681fe2cad0d417eaeb12fba3802ddd67154e301a0852019bbde527803a54009aafa71157343bde0264476ec872fe965fb7ae5683db23a56381317	common_voice_ja_32141251.mp3	ディオニュソス的舞踊から神々が生まれたというハリソンの如き考えに興味をもつのである。	2	0				ja	
